Day,Bar,H,M,S
12,3,3,19,11
12,3,3,20,1
12,3,4,5,51
12,3,4,6,41
12,3,4,7,31
12,3,4,8,21
12,3,4,9,11
12,3,4,10,1
12,3,5,0,1
12,3,3,53,59
12,3,3,54,49
12,3,3,55,39
12,3,3,56,29
12,3,3,57,19
12,3,3,58,9
12,3,3,59,0
12,3,4,43,59
12,3,4,44,49
12,3,4,45,39
12,3,4,46,29
12,3,4,47,19
12,3,4,48,9
12,3,4,49,0
12,3,5,33,59
12,3,5,34,49
12,3,5,35,39
12,3,5,36,29
12,3,5,37,19
12,3,5,38,9
12,3,5,39,0
12,3,6,23,59
12,3,6,24,49
12,3,6,25,39
12,3,6,26,29
12,3,6,27,19
12,3,6,28,9
12,3,6,29,0
12,3,7,13,59
12,3,7,14,49
12,3,7,15,39
12,3,7,16,29
12,3,7,17,19
12,3,7,18,9
12,3,7,19,0
12,3,8,3,59
12,3,8,4,49
12,3,8,5,39
12,3,8,6,29
12,3,8,7,19
12,3,8,8,9
12,3,8,9,0
12,3,0,16,53
12,3,0,17,43
12,3,0,18,33
12,3,0,19,23
12,3,0,20,13
12,3,0,21,3
12,3,1,6,53
12,3,1,7,43
12,3,1,8,33
12,3,1,9,23
12,3,1,10,13
12,3,1,11,3
12,3,2,0,13
12,3,2,1,3
12,3,0,55,51
12,3,0,56,41
12,3,0,57,31
12,3,0,58,21
12,3,0,59,11
12,3,1,45,51
12,3,1,46,41
12,3,1,47,31
12,3,1,48,21
12,3,1,49,11
12,3,1,50,1
12,3,2,35,51
12,3,2,36,41
12,3,2,37,31
12,3,2,38,21
12,3,2,39,11
12,3,2,40,1
12,3,3,25,51
12,3,3,26,41
12,3,3,27,31
12,3,3,28,21
12,3,3,29,11
12,3,3,30,1
12,3,4,15,51
12,3,4,16,41
12,3,4,17,31
12,3,4,18,21
12,3,4,19,11
12,3,4,20,1
12,3,5,5,51
12,3,5,6,41
12,3,5,7,31
12,3,5,8,21
12,3,5,9,11
12,3,5,10,1
12,3,6,0,1
12,3,4,53,59
12,3,4,54,49
12,3,4,55,39
12,3,4,56,29
12,3,4,57,19
12,3,4,58,9
12,3,5,43,59
12,3,5,44,49
12,3,5,45,39
12,3,5,46,29
12,3,5,47,19
12,3,5,48,9
12,3,6,33,59
12,3,6,34,49
12,3,6,35,39
12,3,6,36,29
12,3,6,37,19
12,3,6,38,9
12,3,7,23,59
12,3,7,24,49
12,3,7,25,39
12,3,7,26,29
12,3,7,27,19
12,3,7,28,9
12,3,8,13,59
12,3,8,14,49
12,3,8,15,39
12,3,8,16,29
12,3,8,17,19
12,3,8,18,9
12,3,9,3,59
12,3,9,4,49
12,3,9,5,39
12,3,9,6,29
12,3,9,7,19
12,3,9,8,9
12,3,6,54,53
12,3,6,55,43
12,3,6,56,33
12,3,6,57,23
12,3,6,58,13
12,3,6,59,3
12,3,7,44,53
12,3,7,45,43
12,3,7,46,33
12,3,7,47,23
12,3,7,48,13
12,3,7,49,3
12,3,8,34,53
12,3,8,35,43
12,3,8,36,33
12,3,8,37,23
12,3,8,38,13
12,3,8,39,3
12,3,9,24,53
12,3,9,25,43
12,3,9,26,33
12,3,9,27,23
12,3,9,28,13
12,3,9,29,3
12,3,10,14,53
12,3,10,15,43
12,3,10,16,33
12,3,10,17,23
12,3,10,18,13
12,3,10,19,3
12,3,11,4,53
12,3,11,5,43
12,3,11,6,33
12,3,11,7,23
12,3,11,8,13
12,3,11,9,3
12,3,10,53,51
12,3,10,54,41
12,3,10,55,31
12,3,10,56,21
12,3,10,57,11
12,3,10,58,1
12,3,11,43,51
12,3,11,44,41
12,3,11,45,31
12,3,11,46,21
12,3,11,47,11
12,3,11,48,1
12,3,12,33,51
12,3,12,34,41
12,3,12,35,31
12,3,12,36,21
12,3,12,37,11
12,3,12,38,1
12,3,13,23,51
12,3,13,24,41
12,3,13,25,31
12,3,13,26,21
12,3,13,27,11
12,3,13,28,1
12,3,14,13,51
12,3,14,14,41
12,3,14,15,31
12,3,14,16,21
12,3,14,17,11
12,3,14,18,1
12,3,15,3,51
12,3,15,4,41
12,3,15,5,31
12,3,15,6,21
12,3,15,7,11
12,3,15,8,1
12,3,14,51,59
12,3,14,52,49
12,3,14,53,39
12,3,14,54,29
12,3,14,55,19
12,3,14,56,9
12,3,14,57,0
12,3,15,41,59
12,3,15,42,49
12,3,15,43,39
12,3,15,44,29
12,3,15,45,19
12,3,15,46,9
12,3,15,47,0
12,3,16,31,59
12,3,16,32,49
12,3,16,33,39
12,3,16,34,29
12,3,16,35,19
12,3,16,36,9
12,3,16,37,0
12,3,17,21,59
12,3,17,22,49
12,3,17,23,39
12,3,17,24,29
12,3,17,25,19
12,3,17,26,9
12,3,17,27,0
12,3,18,11,59
12,3,18,12,49
12,3,18,13,39
12,3,18,14,29
12,3,18,15,19
12,3,18,16,9
12,3,18,17,0
12,3,19,1,59
12,3,19,2,49
12,3,19,3,39
12,3,19,4,29
12,3,19,5,19
12,3,19,6,9
12,3,19,7,0
12,3,16,52,53
12,3,16,53,43
12,3,16,54,33
12,3,16,55,23
12,3,16,56,13
12,3,16,57,3
12,3,17,42,53
12,3,17,43,43
12,3,17,44,33
12,3,17,45,23
12,3,17,46,13
12,3,17,47,3
12,3,18,32,53
12,3,18,33,43
12,3,18,34,33
12,3,18,35,23
12,3,18,36,13
12,3,18,37,3
12,3,19,22,53
12,3,19,23,43
12,3,19,24,33
12,3,19,25,23
12,3,19,26,13
12,3,19,27,3
12,3,20,12,53
12,3,20,13,43
12,3,20,14,33
12,3,20,15,23
12,3,20,16,13
12,3,20,17,3
12,3,21,2,53
12,3,21,3,43
12,3,21,4,33
12,3,21,5,23
12,3,21,6,13
12,3,21,7,3
12,3,20,51,51
12,3,20,52,41
12,3,20,53,31
12,3,20,54,21
12,3,20,55,11
12,3,20,56,1
12,3,21,41,51
12,3,21,42,41
12,3,21,43,31
12,3,21,44,21
12,3,21,45,11
12,3,21,46,1
12,3,22,31,51
12,3,22,32,41
12,3,22,33,31
12,3,22,34,21
12,3,22,35,11
12,3,22,36,1
12,3,23,21,51
12,3,23,22,41
12,3,23,23,31
12,3,23,24,21
12,3,23,25,11
12,3,23,26,1
12,3,23,59,59
12,4,0,6,53
12,4,0,7,43
12,4,0,8,33
12,4,0,9,23
12,4,0,10,13
12,4,0,11,3
12,4,1,0,13
12,4,1,1,3
12,4,0,45,51
12,4,0,46,41
12,4,0,47,31
12,4,0,48,21
12,4,0,49,11
12,4,0,50,1
12,4,1,35,51
12,4,1,36,41
12,4,1,37,31
12,4,1,38,21
12,4,1,39,11
12,4,1,40,1
12,4,2,25,51
12,4,2,26,41
12,4,2,27,31
12,4,2,28,21
12,4,2,29,11
12,4,2,30,1
12,4,3,15,51
12,4,3,16,41
12,4,3,17,31
12,4,3,18,21
12,4,3,19,11
12,4,3,20,1
12,4,4,5,51
12,4,4,6,41
12,4,4,7,31
12,4,4,8,21
12,4,4,9,11
12,4,4,10,1
12,4,5,0,1
12,4,3,53,59
12,4,3,54,49
12,4,3,55,39
12,4,3,56,29
12,4,3,57,19
12,4,3,58,9
12,4,3,59,0
12,4,4,43,59
12,4,4,44,49
12,4,4,45,39
12,4,4,46,29
12,4,4,47,19
12,4,4,48,9
12,4,4,49,0
12,4,5,33,59
12,4,5,34,49
12,4,5,35,39
12,4,5,36,29
12,4,5,37,19
12,4,5,38,9
12,4,5,39,0
12,4,6,23,59
12,4,6,24,49
12,4,6,25,39
12,4,6,26,29
12,4,6,27,19
12,4,6,28,9
12,4,6,29,0
12,4,7,13,59
12,4,7,14,49
12,4,7,15,39
12,4,7,16,29
12,4,7,17,19
12,4,7,18,9
12,4,7,19,0
12,4,8,3,59
12,4,8,4,49
12,4,8,5,39
12,4,8,6,29
12,4,8,7,19
12,4,8,8,9
12,4,8,9,0
12,4,0,16,53
12,4,0,17,43
12,4,0,18,33
12,4,0,19,23
12,4,0,20,13
12,4,0,21,3
12,4,1,6,53
12,4,1,7,43
12,4,1,8,33
12,4,1,9,23
12,4,1,10,13
12,4,1,11,3
12,4,2,0,13
12,4,2,1,3
12,4,0,55,51
12,4,0,56,41
12,4,0,57,31
12,4,0,58,21
12,4,0,59,11
12,4,1,45,51
12,4,1,46,41
12,4,1,47,31
12,4,1,48,21
12,4,1,49,11
12,4,1,50,1
12,4,2,35,51
12,4,2,36,41
12,4,2,37,31
12,4,2,38,21
12,4,2,39,11
12,4,2,40,1
12,4,3,25,51
12,4,3,26,41
12,4,3,27,31
12,4,3,28,21
12,4,3,29,11
12,4,3,30,1
12,4,4,15,51
12,4,4,16,41
12,4,4,17,31
12,4,4,18,21
12,4,4,19,11
12,4,4,20,1
12,4,5,5,51
12,4,5,6,41
12,4,5,7,31
12,4,5,8,21
12,4,5,9,11
12,4,5,10,1
12,4,6,0,1
12,4,4,53,59
12,4,4,54,49
12,4,4,55,39
12,4,4,56,29
12,4,4,57,19
12,4,4,58,9
12,4,5,43,59
12,4,5,44,49
12,4,5,45,39
12,4,5,46,29
12,4,5,47,19
12,4,5,48,9
12,4,6,33,59
12,4,6,34,49
12,4,6,35,39
12,4,6,36,29
12,4,6,37,19
12,4,6,38,9
12,4,7,23,59
12,4,7,24,49
12,4,7,25,39
12,4,7,26,29
12,4,7,27,19
12,4,7,28,9
12,4,8,13,59
12,4,8,14,49
12,4,8,15,39
12,4,8,16,29
12,4,8,17,19
12,4,8,18,9
12,4,9,3,59
12,4,9,4,49
12,4,9,5,39
12,4,9,6,29
12,4,9,7,19
12,4,9,8,9
12,4,6,54,53
12,4,6,55,43
12,4,6,56,33
12,4,6,57,23
12,4,6,58,13
12,4,6,59,3
12,4,7,44,53
12,4,7,45,43
12,4,7,46,33
12,4,7,47,23
12,4,7,48,13
12,4,7,49,3
12,4,8,34,53
12,4,8,35,43
12,4,8,36,33
12,4,8,37,23
12,4,8,38,13
12,4,8,39,3
12,4,9,24,53
12,4,9,25,43
12,4,9,26,33
12,4,9,27,23
12,4,9,28,13
12,4,9,29,3
12,4,10,14,53
12,4,10,15,43
12,4,10,16,33
12,4,10,17,23
12,4,10,18,13
12,4,10,19,3
12,4,11,4,53
12,4,11,5,43
12,4,11,6,33
12,4,11,7,23
12,4,11,8,13
12,4,11,9,3
12,4,10,53,51
12,4,10,54,41
12,4,10,55,31
12,4,10,56,21
12,4,10,57,11
12,4,10,58,1
12,4,11,43,51
12,4,11,44,41
12,4,11,45,31
12,4,11,46,21
12,4,11,47,11
12,4,11,48,1
12,4,12,33,51
12,4,12,34,41
12,4,12,35,31
12,4,12,36,21
12,4,12,37,11
12,4,12,38,1
12,4,13,23,51
12,4,13,24,41
12,4,13,25,31
12,4,13,26,21
12,4,13,27,11
12,4,13,28,1
12,4,14,13,51
12,4,14,14,41
12,4,14,15,31
12,4,14,16,21
12,4,14,17,11
12,4,14,18,1
12,4,15,3,51
12,4,15,4,41
12,4,15,5,31
12,4,15,6,21
12,4,15,7,11
12,4,15,8,1
12,4,14,51,59
12,4,14,52,49
12,4,14,53,39
12,4,14,54,29
12,4,14,55,19
12,4,14,56,9
12,4,14,57,0
12,4,15,41,59
12,4,15,42,49
12,4,15,43,39
12,4,15,44,29
12,4,15,45,19
12,4,15,46,9
12,4,15,47,0
12,4,16,31,59
12,4,16,32,49
12,4,16,33,39
12,4,16,34,29
12,4,16,35,19
12,4,16,36,9
12,4,16,37,0
12,4,17,21,59
12,4,17,22,49
12,4,17,23,39
12,4,17,24,29
12,4,17,25,19
12,4,17,26,9
12,4,17,27,0
12,4,18,11,59
12,4,18,12,49
12,4,18,13,39
12,4,18,14,29
12,4,18,15,19
12,4,18,16,9
12,4,18,17,0
12,4,19,1,59
12,4,19,2,49
12,4,19,3,39
12,4,19,4,29
12,4,19,5,19
12,4,19,6,9
12,4,19,7,0
12,4,16,52,53
12,4,16,53,43
12,4,16,54,33
12,4,16,55,23
12,4,16,56,13
12,4,16,57,3
12,4,17,42,53
12,4,17,43,43
12,4,17,44,33
12,4,17,45,23
12,4,17,46,13
12,4,17,47,3
12,4,18,32,53
12,4,18,33,43
12,4,18,34,33
12,4,18,35,23
12,4,18,36,13
12,4,18,37,3
12,4,19,22,53
12,4,19,23,43
12,4,19,24,33
12,4,19,25,23
12,4,19,26,13
12,4,19,27,3
12,4,20,12,53
12,4,20,13,43
12,4,20,14,33
12,4,20,15,23
12,4,20,16,13
12,4,20,17,3
12,4,21,2,53
12,4,21,3,43
12,4,21,4,33
12,4,21,5,23
12,4,21,6,13
12,4,21,7,3
12,4,20,51,51
12,4,20,52,41
12,4,20,53,31
12,4,20,54,21
12,4,20,55,11
12,4,20,56,1
12,4,21,41,51
12,4,21,42,41
12,4,21,43,31
12,4,21,44,21
12,4,21,45,11
12,4,21,46,1
12,4,22,31,51
12,4,22,32,41
12,4,22,33,31
12,4,22,34,21
12,4,22,35,11
12,4,22,36,1
12,4,23,21,51
12,4,23,22,41
12,4,23,23,31
12,4,23,24,21
12,4,23,25,11
12,4,23,26,1
12,4,23,59,59
12,5,0,6,53
12,5,0,7,43
12,5,0,8,33
12,5,0,9,23
12,5,0,10,13
12,5,0,11,3
12,5,1,0,13
12,5,1,1,3
12,5,0,45,51
12,5,0,46,41
12,5,0,47,31
12,5,0,48,21
12,5,0,49,11
12,5,0,50,1
12,5,1,35,51
12,5,1,36,41
12,5,1,37,31
12,5,1,38,21
12,5,1,39,11
12,5,1,40,1
12,5,2,25,51
12,5,2,26,41
12,5,2,27,31
12,5,2,28,21
12,5,2,29,11
12,5,2,30,1
12,5,3,15,51
12,5,3,16,41
12,5,3,17,31
12,5,3,18,21
12,5,3,19,11
12,5,3,20,1
12,5,4,5,51
12,5,4,6,41
12,5,4,7,31
12,5,4,8,21
12,5,4,9,11
12,5,4,10,1
12,5,5,0,1
12,5,3,53,59
12,5,3,54,49
12,5,3,55,39
12,5,3,56,29
12,5,3,57,19
12,5,3,58,9
12,5,3,59,0
12,5,4,43,59
12,5,4,44,49
12,5,4,45,39
12,5,4,46,29
12,5,4,47,19
12,5,4,48,9
12,5,4,49,0
12,5,5,33,59
12,5,5,34,49
12,5,5,35,39
12,5,5,36,29
12,5,5,37,19
12,5,5,38,9
12,5,5,39,0
12,5,6,23,59
12,5,6,24,49
12,5,6,25,39
12,5,6,26,29
12,5,6,27,19
12,5,6,28,9
12,5,6,29,0
12,5,7,13,59
12,5,7,14,49
12,5,7,15,39
12,5,7,16,29
12,5,7,17,19
12,5,7,18,9
12,5,7,19,0
12,5,8,3,59
12,5,8,4,49
12,5,8,5,39
12,5,8,6,29
12,5,8,7,19
12,5,8,8,9
12,5,8,9,0
12,5,0,16,53
12,5,0,17,43
12,5,0,18,33
12,5,0,19,23
12,5,0,20,13
12,5,0,21,3
12,5,1,6,53
12,5,1,7,43
12,5,1,8,33
12,5,1,9,23
12,5,1,10,13
12,5,1,11,3
12,5,2,0,13
12,5,2,1,3
12,5,0,55,51
12,5,0,56,41
12,5,0,57,31
12,5,0,58,21
12,5,0,59,11
12,5,1,45,51
12,5,1,46,41
12,5,1,47,31
12,5,1,48,21
12,5,1,49,11
12,5,1,50,1
12,5,2,35,51
12,5,2,36,41
12,5,2,37,31
12,5,2,38,21
12,5,2,39,11
12,5,2,40,1
12,5,3,25,51
12,5,3,26,41
12,5,3,27,31
12,5,3,28,21
12,5,3,29,11
12,5,3,30,1
12,5,4,15,51
12,5,4,16,41
12,5,4,17,31
12,5,4,18,21
12,5,4,19,11
12,5,4,20,1
12,5,5,5,51
12,5,5,6,41
12,5,5,7,31
12,5,5,8,21
12,5,5,9,11
12,5,5,10,1
12,5,6,0,1
12,5,4,53,59
12,5,4,54,49
12,5,4,55,39
12,5,4,56,29
12,5,4,57,19
12,5,4,58,9
12,5,5,43,59
12,5,5,44,49
12,5,5,45,39
12,5,5,46,29
12,5,5,47,19
12,5,5,48,9
12,5,6,33,59
12,5,6,34,49
12,5,6,35,39
12,5,6,36,29
12,5,6,37,19
12,5,6,38,9
12,5,7,23,59
12,5,7,24,49
12,5,7,25,39
12,5,7,26,29
12,5,7,27,19
12,5,7,28,9
12,5,8,13,59
12,5,8,14,49
12,5,8,15,39
12,5,8,16,29
12,5,8,17,19
12,5,8,18,9
12,5,9,3,59
12,5,9,4,49
12,5,9,5,39
12,5,9,6,29
12,5,9,7,19
12,5,9,8,9
12,5,6,54,53
12,5,6,55,43
12,5,6,56,33
12,5,6,57,23
12,5,6,58,13
12,5,6,59,3
12,5,7,44,53
12,5,7,45,43
12,5,7,46,33
12,5,7,47,23
12,5,7,48,13
12,5,7,49,3
12,5,8,34,53
12,5,8,35,43
12,5,8,36,33
12,5,8,37,23
12,5,8,38,13
12,5,8,39,3
12,5,9,24,53
12,5,9,25,43
12,5,9,26,33
12,5,9,27,23
12,5,9,28,13
12,5,9,29,3
12,5,10,14,53
12,5,10,15,43
12,5,10,16,33
12,5,10,17,23
12,5,10,18,13
12,5,10,19,3
12,5,11,4,53
12,5,11,5,43
12,5,11,6,33
12,5,11,7,23
12,5,11,8,13
12,5,11,9,3
12,5,10,53,51
12,5,10,54,41
12,5,10,55,31
12,5,10,56,21
12,5,10,57,11
12,5,10,58,1
12,5,11,43,51
12,5,11,44,41
12,5,11,45,31
12,5,11,46,21
12,5,11,47,11
12,5,11,48,1
12,5,12,33,51
12,5,12,34,41
12,5,12,35,31
12,5,12,36,21
12,5,12,37,11
12,5,12,38,1
12,5,13,23,51
12,5,13,24,41
12,5,13,25,31
12,5,13,26,21
12,5,13,27,11
12,5,13,28,1
12,5,14,13,51
12,5,14,14,41
12,5,14,15,31
12,5,14,16,21
12,5,14,17,11
12,5,14,18,1
12,5,15,3,51
12,5,15,4,41
12,5,15,5,31
12,5,15,6,21
12,5,15,7,11
12,5,15,8,1
12,5,14,51,59
12,5,14,52,49
12,5,14,53,39
12,5,14,54,29
12,5,14,55,19
12,5,14,56,9
12,5,14,57,0
12,5,15,41,59
12,5,15,42,49
12,5,15,43,39
12,5,15,44,29
12,5,15,45,19
12,5,15,46,9
12,5,15,47,0
12,5,16,31,59
12,5,16,32,49
12,5,16,33,39
12,5,16,34,29
12,5,16,35,19
12,5,16,36,9
12,5,16,37,0
12,5,17,21,59
12,5,17,22,49
12,5,17,23,39
12,5,17,24,29
12,5,17,25,19
12,5,17,26,9
12,5,17,27,0
12,5,18,11,59
12,5,18,12,49
12,5,18,13,39
12,5,18,14,29
12,5,18,15,19
12,5,18,16,9
12,5,18,17,0
12,5,19,1,59
12,5,19,2,49
12,5,19,3,39
12,5,19,4,29
12,5,19,5,19
12,5,19,6,9
12,5,19,7,0
12,5,16,52,53
12,5,16,53,43
12,5,16,54,33
12,5,16,55,23
12,5,16,56,13
12,5,16,57,3
12,5,17,42,53
12,5,17,43,43
12,5,17,44,33
12,5,17,45,23
12,5,17,46,13
12,5,17,47,3
12,5,18,32,53
12,5,18,33,43
12,5,18,34,33
12,5,18,35,23
12,5,18,36,13
12,5,18,37,3
12,5,19,22,53
12,5,19,23,43
12,5,19,24,33
12,5,19,25,23
12,5,19,26,13
12,5,19,27,3
12,5,20,12,53
12,5,20,13,43
12,5,20,14,33
12,5,20,15,23
12,5,20,16,13
12,5,20,17,3
12,5,21,2,53
12,5,21,3,43
12,5,21,4,33
12,5,21,5,23
12,5,21,6,13
12,5,21,7,3
12,5,20,51,51
12,5,20,52,41
12,5,20,53,31
12,5,20,54,21
12,5,20,55,11
12,5,20,56,1
12,5,21,41,51
12,5,21,42,41
12,5,21,43,31
12,5,21,44,21
12,5,21,45,11
12,5,21,46,1
12,5,22,31,51
12,5,22,32,41
12,5,22,33,31
12,5,22,34,21
12,5,22,35,11
12,5,22,36,1
12,5,23,21,51
12,5,23,22,41
12,5,23,23,31
12,5,23,24,21
12,5,23,25,11
12,5,23,26,1
12,5,23,59,59
12,6,0,6,53
12,6,0,7,43
12,6,0,8,33
12,6,0,9,23
12,6,0,10,13
12,6,0,11,3
12,6,1,0,13
12,6,1,1,3
12,6,0,45,51
12,6,0,46,41
12,6,0,47,31
12,6,0,48,21
12,6,0,49,11
12,6,0,50,1
12,6,1,35,51
12,6,1,36,41
12,6,1,37,31
12,6,1,38,21
12,6,1,39,11
12,6,1,40,1
12,6,2,25,51
12,6,2,26,41
12,6,2,27,31
12,6,2,28,21
12,6,2,29,11
12,6,2,30,1
12,6,3,15,51
12,6,3,16,41
12,6,3,17,31
12,6,3,18,21
12,6,3,19,11
12,6,3,20,1
12,6,4,5,51
12,6,4,6,41
12,6,4,7,31
12,6,4,8,21
12,6,4,9,11
12,6,4,10,1
12,6,5,0,1
12,6,3,53,59
12,6,3,54,49
12,6,3,55,39
12,6,3,56,29
12,6,3,57,19
12,6,3,58,9
12,6,3,59,0
12,6,4,43,59
12,6,4,44,49
12,6,4,45,39
12,6,4,46,29
12,6,4,47,19
12,6,4,48,9
12,6,4,49,0
12,6,5,33,59
12,6,5,34,49
12,6,5,35,39
12,6,5,36,29
12,6,5,37,19
12,6,5,38,9
12,6,5,39,0
12,6,6,23,59
12,6,6,24,49
12,6,6,25,39
12,6,6,26,29
12,6,6,27,19
12,6,6,28,9
12,6,6,29,0
12,6,7,13,59
12,6,7,14,49
12,6,7,15,39
12,6,7,16,29
12,6,7,17,19
12,6,7,18,9
12,6,7,19,0
12,6,8,3,59
12,6,8,4,49
12,6,8,5,39
12,6,8,6,29
12,6,8,7,19
12,6,8,8,9
12,6,8,9,0
12,6,0,16,53
12,6,0,17,43
12,6,0,18,33
12,6,0,19,23
12,6,0,20,13
12,6,0,21,3
12,6,1,6,53
12,6,1,7,43
12,6,1,8,33
12,6,1,9,23
12,6,1,10,13
12,6,1,11,3
12,6,2,0,13
12,6,2,1,3
12,6,0,55,51
12,6,0,56,41
12,6,0,57,31
12,6,0,58,21
12,6,0,59,11
12,6,1,45,51
12,6,1,46,41
12,6,1,47,31
12,6,1,48,21
12,6,1,49,11
12,6,1,50,1
12,6,2,35,51
12,6,2,36,41
12,6,2,37,31
12,6,2,38,21
12,6,2,39,11
12,6,2,40,1
12,6,3,25,51
12,6,3,26,41
12,6,3,27,31
12,6,3,28,21
12,6,3,29,11
12,6,3,30,1
12,6,4,15,51
12,6,4,16,41
12,6,4,17,31
12,6,4,18,21
12,6,4,19,11
12,6,4,20,1
12,6,5,5,51
12,6,5,6,41
12,6,5,7,31
12,6,5,8,21
12,6,5,9,11
12,6,5,10,1
12,6,6,0,1
12,6,4,53,59
12,6,4,54,49
12,6,4,55,39
12,6,4,56,29
12,6,4,57,19
12,6,4,58,9
12,6,5,43,59
12,6,5,44,49
12,6,5,45,39
12,6,5,46,29
12,6,5,47,19
12,6,5,48,9
12,6,6,33,59
12,6,6,34,49
12,6,6,35,39
12,6,6,36,29
12,6,6,37,19
12,6,6,38,9
12,6,7,23,59
12,6,7,24,49
12,6,7,25,39
12,6,7,26,29
12,6,7,27,19
12,6,7,28,9
12,6,8,13,59
12,6,8,14,49
12,6,8,15,39
12,6,8,16,29
12,6,8,17,19
12,6,8,18,9
12,6,9,3,59
12,6,9,4,49
12,6,9,5,39
12,6,9,6,29
12,6,9,7,19
12,6,9,8,9
12,6,6,54,53
12,6,6,55,43
12,6,6,56,33
12,6,6,57,23
12,6,6,58,13
12,6,6,59,3
12,6,7,44,53
12,6,7,45,43
12,6,7,46,33
12,6,7,47,23
12,6,7,48,13
12,6,7,49,3
12,6,8,34,53
12,6,8,35,43
12,6,8,36,33
12,6,8,37,23
12,6,8,38,13
12,6,8,39,3
12,6,9,24,53
12,6,9,25,43
12,6,9,26,33
12,6,9,27,23
12,6,9,28,13
12,6,9,29,3
12,6,10,14,53
12,6,10,15,43
12,6,10,16,33
12,6,10,17,23
12,6,10,18,13
12,6,10,19,3
12,6,11,4,53
12,6,11,5,43
12,6,11,6,33
12,6,11,7,23
12,6,11,8,13
12,6,11,9,3
12,6,10,53,51
12,6,10,54,41
12,6,10,55,31
12,6,10,56,21
12,6,10,57,11
12,6,10,58,1
12,6,11,43,51
12,6,11,44,41
12,6,11,45,31
12,6,11,46,21
12,6,11,47,11
12,6,11,48,1
12,6,12,33,51
12,6,12,34,41
12,6,12,35,31
12,6,12,36,21
12,6,12,37,11
12,6,12,38,1
12,6,13,23,51
12,6,13,24,41
12,6,13,25,31
12,6,13,26,21
12,6,13,27,11
12,6,13,28,1
12,6,14,13,51
12,6,14,14,41
12,6,14,15,31
12,6,14,16,21
12,6,14,17,11
12,6,14,18,1
12,6,15,3,51
12,6,15,4,41
12,6,15,5,31
12,6,15,6,21
12,6,15,7,11
12,6,15,8,1
12,6,14,51,59
12,6,14,52,49
12,6,14,53,39
12,6,14,54,29
12,6,14,55,19
12,6,14,56,9
12,6,14,57,0
12,6,15,41,59
12,6,15,42,49
12,6,15,43,39
12,6,15,44,29
12,6,15,45,19
12,6,15,46,9
12,6,15,47,0
12,6,16,31,59
12,6,16,32,49
12,6,16,33,39
12,6,16,34,29
12,6,16,35,19
12,6,16,36,9
12,6,16,37,0
12,6,17,21,59
12,6,17,22,49
12,6,17,23,39
12,6,17,24,29
12,6,17,25,19
12,6,17,26,9
12,6,17,27,0
12,6,18,11,59
12,6,18,12,49
12,6,18,13,39
12,6,18,14,29
12,6,18,15,19
12,6,18,16,9
12,6,18,17,0
12,6,19,1,59
12,6,19,2,49
12,6,19,3,39
12,6,19,4,29
12,6,19,5,19
12,6,19,6,9
12,6,19,7,0
12,6,16,52,53
12,6,16,53,43
12,6,16,54,33
12,6,16,55,23
12,6,16,56,13
12,6,16,57,3
12,6,17,42,53
12,6,17,43,43
12,6,17,44,33
12,6,17,45,23
12,6,17,46,13
12,6,17,47,3
12,6,18,32,53
12,6,18,33,43
12,6,18,34,33
12,6,18,35,23
12,6,18,36,13
12,6,18,37,3
12,6,19,22,53
12,6,19,23,43
12,6,19,24,33
12,6,19,25,23
12,6,19,26,13
12,6,19,27,3
12,6,20,12,53
12,6,20,13,43
12,6,20,14,33
12,6,20,15,23
12,6,20,16,13
12,6,20,17,3
12,6,21,2,53
12,6,21,3,43
12,6,21,4,33
12,6,21,5,23
12,6,21,6,13
12,6,21,7,3
12,6,20,51,51
12,6,20,52,41
12,6,20,53,31
12,6,20,54,21
12,6,20,55,11
12,6,20,56,1
12,6,21,41,51
12,6,21,42,41
12,6,21,43,31
12,6,21,44,21
12,6,21,45,11
12,6,21,46,1
12,6,22,31,51
12,6,22,32,41
12,6,22,33,31
12,6,22,34,21
12,6,22,35,11
12,6,22,36,1
12,6,23,21,51
12,6,23,22,41
12,6,23,23,31
12,6,23,24,21
12,6,23,25,11
12,6,23,26,1
12,6,23,59,59
12,1,0,8,53
12,1,0,9,43
12,1,0,10,33
12,1,0,11,23
12,1,0,12,13
12,1,0,13,3
12,1,1,0,33
12,1,1,1,23
12,1,1,2,13
12,1,1,3,3
12,1,0,47,51
12,1,0,48,41
12,1,0,49,31
12,1,0,50,21
12,1,0,51,11
12,1,0,52,1
12,1,1,37,51
12,1,1,38,41
12,1,1,39,31
12,1,1,40,21
12,1,1,41,11
12,1,1,42,1
12,1,2,27,51
12,1,2,28,41
12,1,2,29,31
12,1,2,30,21
12,1,2,31,11
12,1,2,32,1
12,1,3,17,51
12,1,3,18,41
12,1,3,19,31
12,1,3,20,21
12,1,3,21,11
12,1,3,22,1
12,1,4,7,51
12,1,4,8,41
12,1,4,9,31
12,1,4,10,21
12,1,4,11,11
12,1,4,12,1
12,1,5,0,21
12,1,5,1,11
12,1,5,2,1
12,1,3,55,59
12,1,3,56,49
12,1,3,57,39
12,1,3,58,29
12,1,3,59,19
12,1,4,45,59
12,1,4,46,49
12,1,4,47,39
12,1,4,48,29
12,1,4,49,19
12,1,4,50,9
12,1,5,35,59
12,1,5,36,49
12,1,5,37,39
12,1,5,38,29
12,1,5,39,19
12,1,5,40,9
